instant,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
13840,3,1,8,20,0,6,0,1,0.82,0.7727,0.52,0.2985,312
13841,3,1,8,21,0,6,0,1,0.8,0.7727,0.59,0.2537,289
13842,3,1,8,22,0,6,0,1,0.76,0.7273,0.66,0.2836,269
13843,3,1,8,23,0,6,0,1,0.76,0.7273,0.66,0.2985,222
13844,3,1,8,0,0,0,0,1,0.74,0.697,0.7,0.2836,153
13845,3,1,8,1,0,0,0,1,0.74,0.697,0.7,0.2537,87
13846,3,1,8,2,0,0,0,1,0.74,0.697,0.7,0.2985,73
13847,3,1,8,3,0,0,0,1,0.72,0.697,0.74,0.2537,41
13848,3,1,8,4,0,0,0,1,0.72,0.697,0.74,0.2537,14
13849,3,1,8,5,0,0,0,1,0.72,0.697,0.74,0.2537,19
13850,3,1,8,6,0,0,0,1,0.72,0.697,0.79,0.2537,19
13851,3,1,8,7,0,0,0,1,0.74,0.7121,0.74,0.2985,68
13852,3,1,8,8,0,0,0,1,0.76,0.7273,0.66,0.3284,108
13853,3,1,8,9,0,0,0,1,0.8,0.7727,0.59,0.3582,229
13854,3,1,8,10,0,0,0,1,0.8,0.7727,0.59,0.4179,364
13855,3,1,8,11,0,0,0,1,0.82,0.7879,0.56,0.4179,437
13856,3,1,8,12,0,0,0,1,0.86,0.803,0.47,0.5224,491
13857,3,1,8,13,0,0,0,1,0.88,0.8182,0.44,0.4627,523
13858,3,1,8,14,0,0,0,1,0.9,0.8485,0.42,0.4627,526
13859,3,1,8,15,0,0,0,1,0.9,0.8182,0.37,0.5224,450
13860,3,1,8,16,0,0,0,1,0.82,0.7576,0.46,0.2537,421
13861,3,1,8,17,0,0,0,1,0.82,0.7576,0.46,0.2537,382
13862,3,1,8,18,0,0,0,3,0.7,0.6667,0.74,0.1343,229
13863,3,1,8,19,0,0,0,1,0.7,0.6667,0.84,0.2239,185
13864,3,1,8,20,0,0,0,1,0.7,0.6667,0.84,0.1045,193
13865,3,1,8,21,0,0,0,1,0.72,0.697,0.79,0.1045,208
13866,3,1,8,22,0,0,0,1,0.72,0.697,0.79,0.0896,157
13867,3,1,8,23,0,0,0,2,0.72,0.697,0.79,0.1642,87
13868,3,1,8,0,0,1,1,2,0.72,0.697,0.79,0,33
13869,3,1,8,1,0,1,1,1,0.72,0.697,0.79,0.0896,11
13870,3,1,8,2,0,1,1,2,0.72,0.697,0.79,0.1343,5
13871,3,1,8,3,0,1,1,3,0.72,0.697,0.79,0.0896,5
13872,3,1,8,4,0,1,1,2,0.72,0.697,0.74,0.1343,11
13873,3,1,8,5,0,1,1,1,0.7,0.6667,0.79,0.194,25
13874,3,1,8,6,0,1,1,2,0.7,0.6667,0.79,0.2239,141
13875,3,1,8,7,0,1,1,3,0.72,0.6818,0.7,0.194,407
13876,3,1,8,8,0,1,1,2,0.7,0.6667,0.79,0,605
13877,3,1,8,9,0,1,1,3,0.7,0.6667,0.79,0.1642,276
13878,3,1,8,10,0,1,1,1,0.74,0.697,0.7,0.2239,213
13879,3,1,8,11,0,1,1,1,0.76,0.7273,0.66,0.1343,260
13880,3,1,8,12,0,1,1,2,0.78,0.7273,0.55,0.0896,285
13881,3,1,8,13,0,1,1,1,0.8,0.7424,0.49,0.2239,289
13882,3,1,8,14,0,1,1,1,0.82,0.7576,0.46,0,287
13883,3,1,8,15,0,1,1,1,0.82,0.7576,0.46,0.1343,274
13884,3,1,8,16,0,1,1,1,0.84,0.7576,0.41,0.1045,451
13885,3,1,8,17,0,1,1,1,0.82,0.7424,0.41,0,858
13886,3,1,8,18,0,1,1,1,0.82,0.7424,0.41,0.1343,843
13887,3,1,8,19,0,1,1,1,0.78,0.7424,0.59,0.194,640
13888,3,1,8,20,0,1,1,1,0.76,0.7273,0.66,0.1642,457
13889,3,1,8,21,0,1,1,1,0.74,0.697,0.7,0.194,317
13890,3,1,8,22,0,1,1,1,0.74,0.697,0.7,0.0896,207
13891,3,1,8,23,0,1,1,1,0.72,0.697,0.74,0.194,113
13892,3,1,8,0,0,2,1,1,0.7,0.6667,0.84,0.194,47
13893,3,1,8,1,0,2,1,1,0.7,0.6667,0.84,0.1343,18
13894,3,1,8,2,0,2,1,1,0.7,0.6667,0.84,0.1343,13
13895,3,1,8,3,0,2,1,1,0.7,0.6667,0.84,0,6
13896,3,1,8,4,0,2,1,1,0.68,0.6364,0.83,0.1343,9
13897,3,1,8,5,0,2,1,1,0.7,0.6667,0.79,0.1045,36
13898,3,1,8,6,0,2,1,2,0.7,0.6667,0.79,0.194,179
13899,3,1,8,7,0,2,1,2,0.7,0.6667,0.74,0.1343,502
13900,3,1,8,8,0,2,1,2,0.7,0.6515,0.7,0.1642,705
13901,3,1,8,9,0,2,1,2,0.7,0.6667,0.74,0.1343,327
13902,3,1,8,10,0,2,1,2,0.74,0.697,0.7,0.1343,250
13903,3,1,8,11,0,2,1,2,0.76,0.7273,0.66,0.0896,214
13904,3,1,8,12,0,2,1,2,0.8,0.7576,0.55,0.1343,283
13905,3,1,8,13,0,2,1,2,0.8,0.7424,0.52,0.194,253
13906,3,1,8,14,0,2,1,2,0.82,0.7576,0.46,0,261
13907,3,1,8,15,0,2,1,1,0.8,0.7424,0.52,0,306
13908,3,1,8,16,0,2,1,3,0.76,0.7273,0.66,0.2836,445
13909,3,1,8,17,0,2,1,2,0.78,0.7424,0.62,0.1343,868
13910,3,1,8,18,0,2,1,2,0.76,0.7121,0.62,0.1642,814
13911,3,1,8,19,0,2,1,2,0.76,0.7273,0.66,0.1045,610
13912,3,1,8,20,0,2,1,2,0.74,0.697,0.7,0.1343,448
13913,3,1,8,21,0,2,1,2,0.72,0.697,0.74,0,317
13914,3,1,8,22,0,2,1,1,0.72,0.697,0.74,0.1045,224
13915,3,1,8,23,0,2,1,1,0.72,0.697,0.79,0,138
13916,3,1,8,0,0,3,1,1,0.7,0.6667,0.84,0,58
13917,3,1,8,1,0,3,1,1,0.72,0.697,0.79,0,23
13918,3,1,8,2,0,3,1,1,0.7,0.6667,0.84,0,6
13919,3,1,8,3,0,3,1,1,0.7,0.6667,0.84,0,7
13920,3,1,8,4,0,3,1,1,0.7,0.6667,0.84,0,7
13921,3,1,8,5,0,3,1,2,0.68,0.6364,0.89,0.1642,43
13922,3,1,8,6,0,3,1,2,0.7,0.6667,0.84,0.1642,173
13923,3,1,8,7,0,3,1,2,0.7,0.6667,0.84,0.1642,482
13924,3,1,8,8,0,3,1,2,0.74,0.7273,0.72,0.0896,737
13925,3,1,8,9,0,3,1,2,0.76,0.7273,0.66,0,341
13926,3,1,8,10,0,3,1,2,0.8,0.7424,0.52,0.1343,214
13927,3,1,8,11,0,3,1,2,0.8,0.7424,0.52,0,239
13928,3,1,8,12,0,3,1,2,0.8,0.7424,0.52,0,280
13929,3,1,8,13,0,3,1,2,0.8,0.7424,0.52,0,313
13930,3,1,8,14,0,3,1,2,0.8,0.7424,0.52,0.2537,236
13931,3,1,8,15,0,3,1,2,0.84,0.7576,0.44,0.194,278
13932,3,1,8,16,0,3,1,2,0.8,0.7424,0.49,0.2836,441
13933,3,1,8,17,0,3,1,2,0.8,0.7576,0.55,0.2836,858
13934,3,1,8,18,0,3,1,2,0.78,0.7273,0.55,0.1642,862
13935,3,1,8,19,0,3,1,1,0.76,0.7273,0.66,0.2239,686
13936,3,1,8,20,0,3,1,1,0.74,0.697,0.66,0.194,500
13937,3,1,8,21,0,3,1,1,0.74,0.697,0.66,0.1045,381
13938,3,1,8,22,0,3,1,1,0.72,0.697,0.74,0.1045,233
13939,3,1,8,23,0,3,1,1,0.72,0.6818,0.7,0.1343,136
13940,3,1,8,0,0,4,1,1,0.72,0.697,0.74,0.194,67
13941,3,1,8,1,0,4,1,1,0.7,0.6667,0.79,0.1343,28
13942,3,1,8,2,0,4,1,1,0.7,0.6667,0.84,0.0896,14
13943,3,1,8,3,0,4,1,1,0.68,0.6364,0.83,0.0896,6
13944,3,1,8,4,0,4,1,2,0.68,0.6364,0.89,0.1343,10
13945,3,1,8,5,0,4,1,2,0.66,0.5909,0.94,0,41
13946,3,1,8,6,0,4,1,1,0.66,0.6061,0.83,0.1642,167
13947,3,1,8,7,0,4,1,2,0.7,0.6667,0.84,0.1642,475
13948,3,1,8,8,0,4,1,1,0.72,0.697,0.74,0.1045,698
13949,3,1,8,9,0,4,1,1,0.76,0.7273,0.66,0.1642,353
13950,3,1,8,10,0,4,1,1,0.8,0.7576,0.55,0.2239,205
13951,3,1,8,11,0,4,1,1,0.84,0.7576,0.44,0,260
13952,3,1,8,12,0,4,1,1,0.84,0.7576,0.44,0.1045,277
13953,3,1,8,13,0,4,1,1,0.86,0.7879,0.41,0.1045,281
13954,3,1,8,14,0,4,1,1,0.88,0.7727,0.32,0.2239,247
13955,3,1,8,15,0,4,1,1,0.88,0.7727,0.32,0.2239,267
13956,3,1,8,16,0,4,1,1,0.86,0.7727,0.39,0.2537,417
13957,3,1,8,17,0,4,1,1,0.86,0.7576,0.36,0.2537,810
13958,3,1,8,18,0,4,1,2,0.82,0.7576,0.46,0.2537,811
13959,3,1,8,19,0,4,1,1,0.8,0.7576,0.55,0.194,623
13960,3,1,8,20,0,4,1,1,0.7,0.6515,0.54,0.2836,478
13961,3,1,8,21,0,4,1,2,0.7,0.6515,0.58,0.1642,336
13962,3,1,8,22,0,4,1,2,0.66,0.6212,0.69,0.2239,259
13963,3,1,8,23,0,4,1,1,0.66,0.6212,0.74,0,156
13964,3,1,8,0,0,5,1,1,0.7,0.6515,0.65,0.0896,85
13965,3,1,8,1,0,5,1,1,0.7,0.6515,0.65,0.1045,41
13966,3,1,8,2,0,5,1,1,0.7,0.6667,0.74,0.1642,20
13967,3,1,8,3,0,5,1,2,0.72,0.697,0.79,0.194,9
13968,3,1,8,4,0,5,1,3,0.7,0.6667,0.84,0.2836,7
13969,3,1,8,5,0,5,1,3,0.7,0.6667,0.84,0.2836,33
13970,3,1,8,6,0,5,1,3,0.64,0.5758,0.89,0.2985,44
13971,3,1,8,7,0,5,1,3,0.64,0.5758,0.89,0.1045,133
13972,3,1,8,8,0,5,1,3,0.62,0.5455,0.91,0.1642,119
13973,3,1,8,9,0,5,1,2,0.64,0.5758,0.89,0,220
13974,3,1,8,10,0,5,1,1,0.66,0.5909,0.89,0.1045,193
13975,3,1,8,11,0,5,1,3,0.68,0.6364,0.79,0.1343,251
13976,3,1,8,12,0,5,1,2,0.74,0.697,0.66,0.3582,315
13977,3,1,8,13,0,5,1,2,0.76,0.7121,0.58,0.3582,290
13978,3,1,8,14,0,5,1,1,0.76,0.7121,0.58,0.3582,307
13979,3,1,8,15,0,5,1,1,0.8,0.7424,0.52,0.4478,324
13980,3,1,8,16,0,5,1,1,0.78,0.7273,0.55,0.2985,467
13981,3,1,8,17,0,5,1,1,0.8,0.7424,0.52,0.2836,730
13982,3,1,8,18,0,5,1,1,0.76,0.7121,0.62,0.2985,640
13983,3,1,8,19,0,5,1,1,0.76,0.7121,0.62,0.2836,492
13984,3,1,8,20,0,5,1,1,0.74,0.697,0.66,0.2985,370
13985,3,1,8,21,0,5,1,1,0.74,0.697,0.66,0.2537,286
13986,3,1,8,22,0,5,1,1,0.72,0.697,0.74,0.2836,218
13987,3,1,8,23,0,5,1,1,0.72,0.6818,0.7,0.2836,192
13988,3,1,8,0,0,6,0,1,0.7,0.6515,0.7,0.2836,180
13989,3,1,8,1,0,6,0,1,0.66,0.6212,0.74,0.2239,116
13990,3,1,8,2,0,6,0,3,0.64,0.5909,0.78,0.194,85
13991,3,1,8,3,0,6,0,3,0.62,0.5758,0.83,0.1642,21
13992,3,1,8,4,0,6,0,1,0.62,0.5758,0.83,0.1045,10
13993,3,1,8,5,0,6,0,1,0.62,0.5606,0.88,0.1045,11
13994,3,1,8,6,0,6,0,2,0.62,0.5606,0.88,0.1045,23
13995,3,1,8,7,0,6,0,1,0.64,0.5758,0.83,0.0896,62
13996,3,1,8,8,0,6,0,1,0.66,0.6061,0.83,0.1045,162
13997,3,1,8,9,0,6,0,1,0.68,0.6364,0.79,0.194,271
13998,3,1,8,10,0,6,0,1,0.72,0.6818,0.62,0.0896,407
13999,3,1,8,11,0,6,0,1,0.74,0.697,0.66,0.1642,499
14000,3,1,8,12,0,6,0,1,0.76,0.7121,0.58,0.2239,546
14001,3,1,8,13,0,6,0,1,0.8,0.7424,0.49,0.3582,569
14002,3,1,8,14,0,6,0,1,0.8,0.7424,0.49,0.2985,538
14003,3,1,8,15,0,6,0,1,0.8,0.7273,0.46,0.2836,562
14004,3,1,8,16,0,6,0,1,0.8,0.7273,0.46,0.2985,531
14005,3,1,8,17,0,6,0,3,0.74,0.697,0.66,0.3582,512
14006,3,1,8,18,0,6,0,2,0.7,0.6667,0.74,0.2985,300
14007,3,1,8,19,0,6,0,2,0.66,0.5909,0.89,0.1045,275
14008,3,1,8,20,0,6,0,3,0.66,0.5909,0.89,0.4179,160
14009,3,1,8,21,0,6,0,2,0.66,0.5909,0.89,0.1642,128
14010,3,1,8,22,0,6,0,2,0.66,0.5909,0.89,0.1642,168
14011,3,1,8,23,0,6,0,3,0.66,0.6061,0.78,0.1642,163
14012,3,1,8,0,0,0,0,2,0.64,0.6061,0.73,0.1343,120
14013,3,1,8,1,0,0,0,1,0.62,0.5909,0.78,0.1343,113
14014,3,1,8,2,0,0,0,1,0.64,0.6061,0.69,0.1343,86
14015,3,1,8,3,0,0,0,1,0.62,0.5909,0.73,0.0896,48
14016,3,1,8,4,0,0,0,1,0.64,0.6061,0.69,0.0896,10
14017,3,1,8,5,0,0,0,1,0.64,0.6212,0.61,0.194,10
14018,3,1,8,6,0,0,0,1,0.64,0.6061,0.65,0.1642,16
14019,3,1,8,7,0,0,0,1,0.64,0.6061,0.65,0.1343,39
14020,3,1,8,8,0,0,0,1,0.66,0.6212,0.54,0.2239,119
14021,3,1,8,9,0,0,0,1,0.7,0.6515,0.48,0.2239,217
14022,3,1,8,10,0,0,0,1,0.7,0.6515,0.51,0.1642,328
14023,3,1,8,11,0,0,0,1,0.74,0.6667,0.42,0.1642,449
14024,3,1,8,12,0,0,0,1,0.74,0.6667,0.42,0.194,505
14025,3,1,8,13,0,0,0,1,0.78,0.697,0.4,0,543
14026,3,1,8,14,0,0,0,1,0.76,0.6818,0.4,0.194,579
14027,3,1,8,15,0,0,0,1,0.76,0.6818,0.4,0.1343,577
14028,3,1,8,16,0,0,0,1,0.76,0.6818,0.4,0.1045,513
14029,3,1,8,17,0,0,0,1,0.8,0.697,0.33,0,505
14030,3,1,8,18,0,0,0,1,0.78,0.6818,0.35,0.1045,491
14031,3,1,8,19,0,0,0,1,0.74,0.6515,0.4,0.1343,465
14032,3,1,8,20,0,0,0,1,0.72,0.6515,0.45,0,300
14033,3,1,8,21,0,0,0,1,0.72,0.6667,0.51,0.0896,220
14034,3,1,8,22,0,0,0,1,0.7,0.6515,0.58,0.1343,181
14035,3,1,8,23,0,0,0,1,0.68,0.6364,0.61,0,110
14036,3,1,8,0,0,1,1,1,0.66,0.6212,0.65,0.1045,47
14037,3,1,8,1,0,1,1,1,0.66,0.6212,0.65,0.0896,14
14038,3,1,8,2,0,1,1,1,0.64,0.6061,0.69,0.1045,9
14039,3,1,8,3,0,1,1,1,0.64,0.6061,0.69,0,6
14040,3,1,8,4,0,1,1,1,0.64,0.6061,0.69,0.1045,11
14041,3,1,8,5,0,1,1,1,0.64,0.6061,0.69,0.1045,36
14042,3,1,8,6,0,1,1,1,0.62,0.5909,0.73,0.0896,159
14043,3,1,8,7,0,1,1,1,0.66,0.6212,0.65,0.1343,436
14044,3,1,8,8,0,1,1,2,0.72,0.6667,0.51,0.0896,673
14045,3,1,8,9,0,1,1,2,0.74,0.6667,0.45,0,305
14046,3,1,8,10,0,1,1,2,0.76,0.6818,0.4,0,199
14047,3,1,8,11,0,1,1,1,0.76,0.6818,0.4,0.0896,245
14048,3,1,8,12,0,1,1,1,0.78,0.697,0.4,0.194,276
14049,3,1,8,13,0,1,1,1,0.78,0.697,0.4,0.1642,254
14050,3,1,8,14,0,1,1,1,0.8,0.697,0.33,0.1045,248
14051,3,1,8,15,0,1,1,1,0.82,0.7273,0.34,0.2239,274
14052,3,1,8,16,0,1,1,1,0.8,0.7121,0.36,0.0896,464
14053,3,1,8,17,0,1,1,1,0.8,0.7121,0.36,0.1642,818
14054,3,1,8,18,0,1,1,1,0.76,0.697,0.52,0.2836,812
14055,3,1,8,19,0,1,1,1,0.74,0.6818,0.58,0.1642,555
14056,3,1,8,20,0,1,1,1,0.74,0.6818,0.62,0.2239,432
14057,3,1,8,21,0,1,1,1,0.72,0.6818,0.66,0.194,290
14058,3,1,8,22,0,1,1,1,0.72,0.6818,0.62,0.3284,192
14059,3,1,8,23,0,1,1,1,0.7,0.6515,0.7,0.2239,128
14060,3,1,8,0,0,2,1,1,0.7,0.6667,0.74,0.2239,60
14061,3,1,8,1,0,2,1,1,0.68,0.6364,0.79,0.2537,27
14062,3,1,8,2,0,2,1,2,0.68,0.6364,0.83,0.194,11
14063,3,1,8,3,0,2,1,2,0.68,0.6364,0.83,0.194,3
14064,3,1,8,4,0,2,1,2,0.68,0.6364,0.83,0.194,5
14065,3,1,8,5,0,2,1,2,0.68,0.6364,0.89,0.194,36
14066,3,1,8,6,0,2,1,3,0.64,0.5758,0.83,0.194,64
14067,3,1,8,7,0,2,1,2,0.66,0.6061,0.83,0.0896,179
14068,3,1,8,8,0,2,1,2,0.66,0.5909,0.89,0.0896,618
14069,3,1,8,9,0,2,1,2,0.7,0.6667,0.74,0,402
14070,3,1,8,10,0,2,1,1,0.7,0.6667,0.79,0.1045,208
14071,3,1,8,11,0,2,1,1,0.74,0.6818,0.62,0,196
14072,3,1,8,12,0,2,1,1,0.78,0.7121,0.49,0.1343,300
14073,3,1,8,13,0,2,1,1,0.8,0.7273,0.46,0.0896,286
14074,3,1,8,14,0,2,1,1,0.82,0.7424,0.41,0.2239,255
14075,3,1,8,15,0,2,1,1,0.82,0.7576,0.46,0.2239,283
14076,3,1,8,16,0,2,1,1,0.82,0.7424,0.43,0.2239,458
14077,3,1,8,17,0,2,1,3,0.76,0.7273,0.66,0.2537,812
14078,3,1,8,18,0,2,1,1,0.76,0.7121,0.62,0.2836,854
14079,3,1,8,19,0,2,1,1,0.76,0.7273,0.66,0.194,627
14080,3,1,8,20,0,2,1,1,0.74,0.7121,0.74,0.2239,436
14081,3,1,8,21,0,2,1,1,0.74,0.6818,0.62,0.2239,308
14082,3,1,8,22,0,2,1,1,0.72,0.6818,0.66,0.0896,189
14083,3,1,8,23,0,2,1,1,0.72,0.6818,0.66,0.1642,167
14084,3,1,8,0,0,3,1,1,0.7,0.6515,0.61,0.194,60
14085,3,1,8,1,0,3,1,1,0.7,0.6515,0.61,0,37
14086,3,1,8,2,0,3,1,1,0.68,0.6364,0.65,0,8
14087,3,1,8,3,0,3,1,1,0.66,0.6212,0.74,0.1045,11
14088,3,1,8,4,0,3,1,1,0.64,0.5758,0.83,0.1045,4
14089,3,1,8,5,0,3,1,1,0.64,0.5909,0.78,0.1045,39
14090,3,1,8,6,0,3,1,1,0.64,0.5909,0.78,0.1045,172
14091,3,1,8,7,0,3,1,2,0.66,0.6212,0.69,0.194,492
14092,3,1,8,8,0,3,1,2,0.7,0.6515,0.65,0.2836,682
14093,3,1,8,9,0,3,1,2,0.72,0.6818,0.62,0.194,367
14094,3,1,8,10,0,3,1,2,0.72,0.6818,0.62,0.194,233
14095,3,1,8,11,0,3,1,2,0.74,0.6818,0.58,0.194,235
14096,3,1,8,12,0,3,1,1,0.74,0.6818,0.55,0.2239,307
14097,3,1,8,13,0,3,1,2,0.78,0.7121,0.49,0.194,294
14098,3,1,8,14,0,3,1,2,0.76,0.697,0.52,0.2985,255
14099,3,1,8,15,0,3,1,1,0.76,0.697,0.52,0.2537,266
14100,3,1,8,16,0,3,1,1,0.76,0.6818,0.48,0.194,431
14101,3,1,8,17,0,3,1,1,0.74,0.6818,0.55,0.2836,851
14102,3,1,8,18,0,3,1,1,0.74,0.6667,0.51,0.2239,848
14103,3,1,8,19,0,3,1,1,0.7,0.6515,0.61,0.1343,649
14104,3,1,8,20,0,3,1,1,0.7,0.6515,0.61,0.1343,427
14105,3,1,8,21,0,3,1,1,0.7,0.6515,0.61,0.194,315
14106,3,1,8,22,0,3,1,1,0.7,0.6515,0.61,0.1642,226
14107,3,1,8,23,0,3,1,1,0.68,0.6364,0.65,0.1045,138
14108,3,1,8,0,0,4,1,1,0.66,0.6212,0.69,0,76
14109,3,1,8,1,0,4,1,1,0.64,0.6061,0.73,0,21
14110,3,1,8,2,0,4,1,1,0.64,0.6061,0.69,0.194,15
14111,3,1,8,3,0,4,1,1,0.62,0.5909,0.73,0.2537,4
14112,3,1,8,4,0,4,1,1,0.62,0.5909,0.73,0.2239,5
14113,3,1,8,5,0,4,1,1,0.6,0.5758,0.78,0.1642,37
14114,3,1,8,6,0,4,1,1,0.6,0.5758,0.78,0.1642,165
14115,3,1,8,7,0,4,1,1,0.64,0.6061,0.69,0.2239,464
14116,3,1,8,8,0,4,1,1,0.68,0.6364,0.61,0.194,682
14117,3,1,8,9,0,4,1,1,0.72,0.6667,0.54,0.1045,337
14118,3,1,8,10,0,4,1,1,0.74,0.6667,0.48,0.1343,199
14119,3,1,8,11,0,4,1,1,0.76,0.6667,0.37,0.0896,274
14120,3,1,8,12,0,4,1,1,0.8,0.697,0.33,0.1045,343
14121,3,1,8,13,0,4,1,1,0.8,0.697,0.31,0.2239,300
14122,3,1,8,14,0,4,1,1,0.82,0.7121,0.32,0,248
14123,3,1,8,15,0,4,1,1,0.8,0.697,0.33,0.2537,260
14124,3,1,8,16,0,4,1,1,0.82,0.7121,0.32,0.2239,419
14125,3,1,8,17,0,4,1,1,0.82,0.7273,0.34,0.194,897
14126,3,1,8,18,0,4,1,1,0.8,0.7121,0.36,0,832
14127,3,1,8,19,0,4,1,1,0.76,0.6818,0.4,0.1045,677
14128,3,1,8,20,0,4,1,1,0.76,0.6818,0.4,0.0896,514
14129,3,1,8,21,0,4,1,1,0.74,0.6667,0.48,0.194,356
14130,3,1,8,22,0,4,1,1,0.72,0.6667,0.51,0.1642,254
14131,3,1,8,23,0,4,1,1,0.7,0.6515,0.54,0.1045,226
14132,3,1,8,0,0,5,1,1,0.68,0.2424,0.57,0.1642,88
14133,3,1,8,1,0,5,1,1,0.66,0.2424,0.65,0.1045,54
14134,3,1,8,2,0,5,1,1,0.66,0.2424,0.61,0.1343,19
14135,3,1,8,3,0,5,1,1,0.64,0.2424,0.65,0.1045,6
14136,3,1,8,4,0,5,1,1,0.64,0.2424,0.73,0.1642,9
14137,3,1,8,5,0,5,1,1,0.64,0.2424,0.73,0.1045,36
14138,3,1,8,6,0,5,1,1,0.62,0.2424,0.78,0.1343,157
14139,3,1,8,7,0,5,1,1,0.64,0.2424,0.73,0.1045,379
14140,3,1,8,8,0,5,1,1,0.68,0.2424,0.65,0.1343,668
14141,3,1,8,9,0,5,1,1,0.7,0.2424,0.58,0.1045,378
14142,3,1,8,10,0,5,1,1,0.74,0.2424,0.55,0.1642,231
14143,3,1,8,11,0,5,1,1,0.76,0.2424,0.52,0.2836,303
14144,3,1,8,12,0,5,1,1,0.82,0.2424,0.41,0.2239,365
14145,3,1,8,13,0,5,1,1,0.84,0.2424,0.36,0.3881,357
14146,3,1,8,14,0,5,1,1,0.86,0.2424,0.34,0.4179,328
14147,3,1,8,15,0,5,1,1,0.86,0.2424,0.3,0.4627,383
14148,3,1,8,16,0,5,1,2,0.84,0.2424,0.32,0.4478,488
14149,3,1,8,17,0,5,1,1,0.82,0.2424,0.36,0.3284,791
14150,3,1,8,18,0,5,1,2,0.82,0.2424,0.38,0.2537,669
14151,3,1,8,19,0,5,1,2,0.74,0.2424,0.55,0.3881,491
14152,3,1,8,20,0,5,1,2,0.72,0.2424,0.58,0.2239,359
14153,3,1,8,21,0,5,1,2,0.68,0.2424,0.69,0.2985,255
14154,3,1,8,22,0,5,1,3,0.66,0.2424,0.83,0.194,213
14155,3,1,8,23,0,5,1,3,0.64,0.2424,0.83,0.2239,121
14156,3,1,8,0,0,6,0,2,0.64,0.5758,0.83,0.2239,105
14157,3,1,8,1,0,6,0,3,0.62,0.5455,0.94,0.1642,92
14158,3,1,8,2,0,6,0,3,0.62,0.5606,0.88,0.1642,43
14159,3,1,8,3,0,6,0,1,0.62,0.5606,0.88,0.194,30
14160,3,1,8,4,0,6,0,1,0.62,0.5909,0.73,0.2239,13
14161,3,1,8,5,0,6,0,1,0.6,0.5758,0.78,0.2537,9
14162,3,1,8,6,0,6,0,1,0.6,0.5606,0.83,0.2239,27
14163,3,1,8,7,0,6,0,1,0.6,0.5606,0.83,0.2239,64
14164,3,1,8,8,0,6,0,1,0.64,0.6061,0.69,0.2537,189
14165,3,1,8,9,0,6,0,1,0.66,0.6212,0.65,0.2836,292
14166,3,1,8,10,0,6,0,1,0.7,0.6515,0.54,0.1642,480
14167,3,1,8,11,0,6,0,1,0.72,0.6667,0.51,0,536
14168,3,1,8,12,0,6,0,1,0.76,0.6667,0.37,0.194,654
14169,3,1,8,13,0,6,0,1,0.74,0.6515,0.4,0.194,644
14170,3,1,8,14,0,6,0,1,0.76,0.6667,0.37,0.2836,598
14171,3,1,8,15,0,6,0,1,0.76,0.6667,0.37,0.2239,596
14172,3,1,8,16,0,6,0,1,0.76,0.6667,0.37,0.2537,641
14173,3,1,8,17,0,6,0,1,0.76,0.6667,0.37,0.2239,635
14174,3,1,8,18,0,6,0,1,0.74,0.6515,0.37,0.1642,554
14175,3,1,8,19,0,6,0,1,0.7,0.6364,0.45,0.1642,488
14176,3,1,8,20,0,6,0,1,0.7,0.6364,0.45,0.1045,341
14177,3,1,8,21,0,6,0,1,0.66,0.6212,0.61,0,338
14178,3,1,8,22,0,6,0,1,0.66,0.6212,0.61,0,261
14179,3,1,8,23,0,6,0,1,0.64,0.6061,0.65,0.0896,235
14180,3,1,8,0,0,0,0,1,0.66,0.6212,0.57,0.0896,187
14181,3,1,8,1,0,0,0,1,0.64,0.6061,0.65,0,131
14182,3,1,8,2,0,0,0,2,0.62,0.6061,0.69,0.0896,119
14183,3,1,8,3,0,0,0,2,0.62,0.6061,0.61,0.1642,55
14184,3,1,8,4,0,0,0,2,0.62,0.6061,0.65,0.1642,26
14185,3,1,8,5,0,0,0,2,0.6,0.5909,0.73,0.1343,11
14186,3,1,8,6,0,0,0,2,0.62,0.6061,0.69,0.1045,20
14187,3,1,8,7,0,0,0,2,0.62,0.6061,0.69,0.1343,41
14188,3,1,8,8,0,0,0,2,0.64,0.6061,0.69,0.1045,124
14189,3,1,8,9,0,0,0,2,0.66,0.6212,0.74,0,270
14190,3,1,8,10,0,0,0,2,0.68,0.6364,0.69,0,425
14191,3,1,8,11,0,0,0,3,0.64,0.5909,0.78,0.1642,272
14192,3,1,8,12,0,0,0,3,0.64,0.6061,0.73,0,298
14193,3,1,8,13,0,0,0,3,0.64,0.5758,0.83,0.1343,162
14194,3,1,8,14,0,0,0,3,0.64,0.6061,0.73,0,149
14195,3,1,8,15,0,0,0,2,0.64,0.6061,0.65,0,276
14196,3,1,8,16,0,0,0,2,0.66,0.6212,0.65,0,356
14197,3,1,8,17,0,0,0,2,0.64,0.5909,0.78,0.1045,343
14198,3,1,8,18,0,0,0,2,0.64,0.5909,0.78,0.1045,377
14199,3,1,8,19,0,0,0,2,0.64,0.6061,0.73,0.1343,341
14200,3,1,8,20,0,0,0,2,0.64,0.6061,0.73,0.194,274
14201,3,1,8,21,0,0,0,3,0.62,0.5909,0.78,0.0896,190
14202,3,1,8,22,0,0,0,2,0.62,0.5909,0.78,0.1642,56
